"Processed MLD data kindly provided to me by staff at BIOS: Dominic Smith, Rodney Johnson, Nicholas Bates.",,,,,,,,,,
,,,,,,,,,,
Cast ID,Decimal Year,Cast Latitude,Cast Longitude,MLD (T alg.),MLD (S alg),MLD (rho alg),MLD (T threshold),MLD (rho threshold),Column10,Column11
10143004,2000.602032,31.631,64.241,15,11,12,15,11,12,12
10143005,2000.603364,31.662,64.171,13,10.5,12,13,10.5,12,12
10144001,2000.695213,31.585,64.166,30.5,29.5,31,30.5,29.5,31,23
10144002,2000.695588,31.604,64.175,29,27.5,29,29,27.5,29,19
10144003,2000.700257,31.703,64.1,32,10,10,32.5,10.5,12,12
10144004,2000.70031,31.705,64.098,35,9,9,37,10,11,11
10144006,2000.702116,31.643,64.161,32,26,32,32,26,18,18
10145001,2000.796128,31.595,64.159,40.5,25.5,50,40.5,25.5,14,12
10145002,2000.796174,31.588,64.156,47,32,56,47,32,14,12
10145004,2000.798583,31.618,64.199,44,39,44,42,39,38,36
10146002,2000.870107,31.598,64.18,76,76,76,77.5,76.5,78,78
10146003,2000.870152,31.595,64.18,73.5,73,75,73.5,73,11,11
10147001,2000.94683,31.668,64.177,94,94,92,95.5,92,84,54
10147002,2000.946874,31.666,64.174,91,89,84.5,91,84.5,83,47
10147003,2000.947367,31.668,64.185,89,86,86,89.5,86,83,81
10147004,2000.947789,31.649,64.208,98,94,94,99,94,90,12
10148001,2001.081069,31.68,64.207,150,142.5,142.5,147,142.5,142,118
10148002,2001.081111,31.68,64.208,140,136.5,136.5,139.5,136.5,136,94
10148003,2001.081627,31.668,64.258,11,93,11,118,93,11,11
10148006,2001.086518,31.66,64.175,171.5,117,117,171.5,117,180,34
10149001,2001.138623,31.664,64.195,73,72,72,73,72,69,69
10149002,2001.138666,31.667,64.197,74,76,76,77,76,72,72
10149003,2001.13921,31.646,64.257,87,85.5,85.5,88,85.5,23,19
10149004,2001.139736,31.665,64.172,29,69,27,76.5,69,29,27
20149001,2001.184854,31.686,64.171,38,37,37,38,37,32,32
20149002,2001.184897,31.688,64.17,52,50.5,52,52,50.5,42,42
20149003,2001.185143,31.702,64.165,50,48,52,52,52,50,12
20149004,2001.185527,31.719,64.172,48,44,46,46.5,46,12,12
20149005,2001.185913,31.738,64.182,49,46.5,46.5,49,46.5,13,11
10150001,2001.215327,31.606,64.215,64,64,64,66.5,66.5,64,60
10150002,2001.215367,31.606,64.217,71,65,71,73,73,65,65
10150004,2001.217508,31.632,64.183,73,106.5,101.5,101.5,106.5,73,17
20150003,2001.256062,31.635,64.193,156,148.5,148.5,151.5,148.5,138,104
10151001,2001.294682,31.684,64.15,11,27.5,11,37.5,27.5,11,11
10151002,2001.294726,31.686,64.151,12,26.5,12,41.5,26.5,12,12
10151003,2001.296948,31.65,64.184,23,23,23,45,23,23,19
10151004,2001.297898,31.639,64.168,22,24,24,55,24,22,16
10152002,2001.369039,31.664,64.096,24,26.5,22,26.5,26.5,26,22
10152003,2001.370341,31.604,64.14,56,39,39,40,39,36,24
10153003,2001.426174,31.598,64.159,13,10.5,10.5,13,10.5,11,11
10153004,2001.426218,31.594,64.16,18,11,11,13,11,12,12
10153006,2001.427683,31.631,64.169,13,11.5,12,13,11.5,12,12
10154004,2001.545635,31.633,64.168,15.5,13,12,15.5,13,12,12
10155001,2001.597182,31.585,64.17,24,16.5,24,24,16.5,13,11
10155002,2001.59864,31.661,64.237,25,20.5,20.5,23.5,20.5,17,11
10155003,2001.598689,31.66,64.239,31,22,22,27.5,22,26,11
10155006,2001.60118,31.656,64.171,22.5,22,12,22.5,12,11,11
10156002,2001.695611,31.585,64.172,36,36,18.5,36,18.5,14,12
10156003,2001.697317,31.661,64.167,38,36,38,38,36,36,24
10156004,2001.697365,31.661,64.166,38,36.5,38,38.5,36.5,38,22
10156005,2001.697955,31.633,64.169,40.5,28,21,40.5,21,12,12
10156006,2001.699509,31.64,64.152,34,32,32,34,32.5,34,28
10157002,2001.789726,31.665,64.165,32.5,18.5,18.5,32.5,18.5,12,12
10157003,2001.790502,31.655,64.167,24,16.5,16.5,24,16.5,11,11
10157004,2001.790554,31.655,64.168,12,14,12,18.5,14,12,12
10158001,2001.856326,31.684,64.152,60,60,59,60.5,59,60,60
10158002,2001.856385,31.682,64.149,63.5,62,63,63.5,62,63,61
10158003,2001.856914,31.679,64.184,60.5,58,58,60.5,58.5,58,12
10158004,2001.858181,31.671,64.157,60,60,60,61,60,60,12
10159001,2001.944081,31.645,64.174,84,83.5,84,85,83.5,82,82
10159002,2001.944123,31.645,64.173,88,86,86,88,86.5,86,84
10159003,2001.944732,31.62,64.192,87.5,86,88,87.5,86,86,84
10159004,2001.945177,31.664,64.164,88,76.5,76.5,79.5,76.5,72,60
10161001,2002.157787,31.665,64.105,74,39,39,56.5,39,30,12
10161002,2002.158257,31.664,64.075,44,46,46,53.5,46,44,12
10161004,2002.159762,31.666,64.164,135,143,133,146.5,143,135,133
10162001,2002.212568,31.661,64.095,48,54,48,57.5,54,52,26
10162002,2002.212612,31.662,64.092,50,52,44,53.5,52,50,18
10162004,2002.215672,31.673,64.163,70,83.5,83.5,141,83.5,70,22
10163002,2002.289188,31.655,64.17,36,42,42,43.5,42,36,20
10163003,2002.289226,31.65,64.167,12,39,12,41.5,39,12,12
10163004,2002.289747,31.624,64.189,12,28,12,30.5,28,12,12
10163005,2002.290559,31.664,64.167,20,25.5,18,33,25.5,20,18
10164002,2002.365868,31.696,64.218,24,16,16,18,16,12,12
10164003,2002.365909,31.695,64.216,24,23.5,23.5,26,23.5,18,12
10164005,2002.367304,31.665,64.172,31,21.5,21.5,28.5,21.5,11,11
10165004,2002.424998,31.666,64.171,28,13,13,14.5,13,12,12
10166001,2002.500127,31.687,64.197,17,16,18,17,16,14,12
10166002,2002.500166,31.684,64.199,18.5,18,20,18.5,18,12,12
10166003,2002.50071,31.677,64.204,16,15,18,16.5,15,14,12
10166004,2002.501598,31.665,64.171,18.5,16.5,20,18.5,16.5,16,12
10167001,2002.63437,31.649,64.251,12,11.5,11,12,11.5,11,11
10167002,2002.634412,31.647,64.259,14.5,11.5,12,14.5,11.5,12,12
10167004,2002.636309,31.667,64.169,14.5,12,12,14.5,12,12,12
10168001,2002.711092,31.677,64.239,47,45.5,47,47.5,45.5,45,43
10168002,2002.711136,31.678,64.243,47.5,47,45.5,47.5,45.5,47,43
10168004,2002.712548,31.667,64.165,25,17,12,25,17,14,12
10169003,2002.768619,31.626,64.199,52,20,20,52,20.5,22,12
10169004,2002.768662,31.623,64.199,52,14,16,52.5,16,20,12
10169006,2002.770358,31.64,64.155,46,20.5,20.5,23.5,20.5,16,14
10170002,2002.867329,31.666,64.111,71,34.5,34.5,72.5,34.5,31,29
10170003,2002.867382,31.667,64.105,68,32,32,68.5,33,32,30
10170005,2002.86872,31.67,64.165,64,62,64,65,62,46,32
10171002,2002.939619,31.666,64.164,30,34,30,34.5,34,30,30
10171003,2002.941324,31.651,64.122,94,69,69,69.5,69,64,62
10171004,2002.94137,31.649,64.121,62,66.5,62,66.5,66.5,62,62
10171005,2002.941768,31.643,64.104,69,70.5,70.5,72,70.5,69,67
10172001,2003.060238,31.673,64.161,11,18.5,11,28,18.5,11,11
10172002,2003.060485,31.681,64.163,13,18,11,21.5,18,13,11
10172003,2003.094749,31.71,64.221,82,94.5,82,96,94.5,82,82
10172004,2003.094815,31.711,64.229,87,92.5,85,97,92.5,87,85
10173001,2003.141362,31.681,64.174,22,22,20,31.5,34,22,20
10173002,2003.141414,31.682,64.173,15,19,11,29,30,15,11
10173003,2003.141904,31.683,64.173,12,24,12,26,24,12,12
10173004,2003.143025,31.668,64.167,30,37,30,44,37,30,30
10174001,2003.218057,31.703,64.208,58,62,60,64.5,62,26,26
10174002,2003.218118,31.706,64.212,39,61,55,63.5,61,39,23
10174003,2003.218752,31.73,64.209,14,19.5,14,50.5,19.5,14,14
10174004,2003.220188,31.676,64.172,42,80.5,46,83.5,80.5,70,68
20174003,2003.253668,31.661,64.129,74,76,72,78.5,76,54,16
20174004,2003.253716,31.661,64.123,86,70,70,80.5,70,18,12
20174005,2003.254224,31.658,64.102,13,14.5,13,17,14.5,13,13
10175001,2003.305398,31.652,64.137,30,490,30,31,30,28,28
10175002,2003.305776,31.665,64.139,32,30,30,32.5,30,30,14
10175003,2003.305837,31.662,64.137,32,31.5,32,32.5,31.5,12,12
10175004,2003.30629,31.7,64.139,26,24,26,26.5,24,12,12
10175005,2003.307236,31.66,64.137,32,17,17,26,17,16,12
10176002,2003.380618,31.665,64.17,37,37,37,38,37,35,35
10176003,2003.382319,31.649,64.19,44,45,44,46,45,46,26
10176004,2003.382363,31.646,64.193,43,43,43,44,43,43,43
10176005,2003.382856,31.627,64.208,40,52,40,40.5,40,40,22
10177001,2003.505658,31.638,64.251,17,15,17,17,15,11,11
10177002,2003.505717,31.633,64.253,18,17,18,18,17,12,12
10177004,2003.507464,31.648,64.232,12.5,12,11,12.5,11,12,12
10177005,2003.508554,31.623,64.223,13,10,11,13,10,11,11
10178002,2003.535778,31.656,64.237,18,14.5,20,18,14.5,14,12
10178003,2003.53585,31.655,64.241,18.5,14.5,23,18.5,14.5,13,11
10178005,2003.53757,31.674,64.181,23,21,12.5,23,12.5,11,11
10178006,2003.538358,31.674,64.176,20,18,16.5,20,16.5,12,12
10179001,2003.610816,31.667,64.167,29,15.5,15.5,17,15.5,11,11
10179002,2003.612454,31.659,64.159,24,22,22,22,22,20,20
10179003,2003.612502,31.66,64.155,24,30,24,24,24,22,22
10179004,2003.612941,31.65,64.187,20.5,20,24,20.5,20,12,12
10179005,2003.614572,31.63,64.196,29,20,20,24,20,17,15
10180002,2003.714947,31.666,64.168,17,14,14,17,14,12,12
10180003,2003.716558,31.643,64.164,24,21,21,24,21,16,12
10180004,2003.716619,31.64,64.169,26,25,24.5,26,24.5,15,13
10180005,2003.717009,31.619,64.166,14.5,11,11,14.5,11,11,11
10180006,2003.718611,31.66,64.166,40,24,24,26.5,24,22,14
10181001,2003.764233,31.589,64.167,39.5,27.5,43,39.5,27.5,25,21
10181002,2003.764389,31.666,64.167,46,43,50,46,43,20,20
10181003,2003.765852,31.657,64.171,52,54,52,53,52,50,48
10181004,2003.766387,31.626,64.177,50,49,53,50,49,51,13
10181005,2003.767173,31.614,64.203,32,32,32,49,48,48,42
10181006,2003.767801,31.67,64.164,52,54,54,57,55.5,56,18
10181007,2003.768584,31.666,64.167,52,50,50,51,50,50,48
50033001,2003.791908,31.668,64.174,57,50,33.5,57,33.5,18,16
10182002,2003.841545,31.668,64.167,70,70,68.5,70.5,68.5,60,56
10182003,2003.842715,31.674,64.162,76,74.5,76,77,74.5,74,72
10182004,2003.843153,31.673,64.184,71,71,71,71.5,71,71,11
10182005,2003.843982,31.666,64.167,73,73,71,73,71,17,13
10182006,2003.844644,31.667,64.171,79,78,79,79.5,78,79,25
10183002,2003.918217,31.666,64.168,79,61,57,57,61,47,47
10183003,2003.919425,31.631,64.216,79,89,79,79.5,79,79,77
10183007,2003.926642,31.667,64.167,76,74,76,76,76,74,62
10183008,2003.927367,31.668,64.168,86,84,84,86.5,86.5,76,12
10184001,2004.071429,31.607,64.165,66,75,75,101.5,75,66,14
10184002,2004.071646,31.667,64.162,142,137,137,141,137,130,130
10184003,2004.072633,31.655,64.147,135,125,125,130,125,73,73
10184004,2004.073166,31.69,64.13,135,123.5,123.5,133.5,123.5,117,39
20184001,2004.122213,31.677,64.151,52,62,50,70,62,52,50
20184002,2004.122277,31.678,64.149,52,60.5,60.5,67,60.5,52,34
20184003,2004.122721,31.685,64.154,11,32.5,11,34.5,32.5,11,11
10185001,2004.147953,31.589,64.177,90,98,98,99,98,90,46
10185002,2004.14812,31.666,64.166,38,45,34,55,45,38,34
10185003,2004.149477,31.689,64.202,152,73,73,144.5,73,66,66
10185004,2004.14953,31.692,64.204,160,70,70,146,70,56,56
10185005,2004.150019,31.712,64.21,66,95,95,160.5,95,66,16
10185006,2004.150613,31.717,64.224,170,92.5,92.5,158,92.5,80,14
10185007,2004.150809,31.667,64.169,140,141.5,141.5,142.5,141.5,140,56
10185008,2004.151695,31.665,64.168,46,46,48,59,74.5,48,48
10186001,2004.221878,31.672,64.163,11,12,11,13,12,11,11
10186002,2004.222032,31.683,64.158,12,13.5,12,15,13.5,12,12
10186003,2004.223156,31.682,64.123,9,10,9,10.5,10,11,11
10187002,2004.302477,31.658,64.147,41,66.5,41,91.5,66.5,41,41
10187007,2004.304892,31.671,64.167,19,26,17,48.5,26,19,17
10188001,2004.374964,31.585,64.169,11,11,11,11.5,11,11,11
10188002,2004.375129,31.667,64.168,24,10.5,10.5,11.5,10.5,12,12
10188003,2004.376764,31.684,64.17,17,15,17,17,17,13,13
10188004,2004.376823,31.687,64.179,16,14,16,16,16,12,12
10188005,2004.377315,31.689,64.194,17,15,15,17,15.5,11,11
10188006,2004.378113,31.694,64.244,12,12,11,12,11,12,12
10188007,2004.378282,31.668,64.168,17.5,14.5,22,17.5,14.5,12,12
10188008,2004.379241,31.669,64.166,14,17.5,16,19.5,17.5,16,16
10189001,2004.452397,31.599,64.155,32,32,32,32.5,32,32,12
10189002,2004.453558,31.672,64.204,24,464,24,24.5,24,24,20
10189003,2004.454081,31.684,64.252,30,28,32,30,28,12,12
10189005,2004.455386,31.673,64.164,33,35,33,33,33,29,17
10189006,2004.456273,31.667,64.164,35,37,35,35,35,35,31
10190002,2004.531954,31.666,64.165,21,11,11,11.5,11,11,11
10190003,2004.533037,31.659,64.184,10.5,9.5,11,10.5,9.5,11,11
10190004,2004.533425,31.683,64.175,11.5,11,11,11.5,11,11,11
10190005,2004.533817,31.691,64.166,19,11,11,12,11,11,11
10190006,2004.534313,31.712,64.157,13,15,13,14,13,11,11
10190007,2004.535068,31.667,64.167,25,17,17,18,17,17,15
10190009,2004.539279,31.639,64.132,16.5,11,12,16.5,11,12,12
10191003,2004.624639,31.67,64.166,20,10.5,10.5,20,10.5,11,11
10191004,2004.626088,31.668,64.14,20.5,10.5,10.5,20.5,10.5,11,11
10191005,2004.626142,31.669,64.137,19.5,10.5,10.5,19.5,10.5,11,11
10191006,2004.626594,31.664,64.113,19.5,11,11,19.5,11,11,11
10191008,2004.627768,31.666,64.168,13,10,10,13,10,11,11
10191009,2004.628664,31.682,64.162,11,10,10,11.5,10,11,11
10192002,2004.701214,31.665,64.165,23.5,20.5,25,23.5,20.5,11,11
10192003,2004.702791,31.626,64.16,23,22,23,23,22,23,21
10192004,2004.702839,31.627,64.164,21,19.5,21,21,19.5,19,11
10192007,2004.704793,31.666,64.166,21.5,20.5,24,21.5,20.5,22,18
10192008,2004.705371,31.667,64.164,28,27,28,28,27,26,26
10192012,2004.709273,31.666,64.166,28,27,27,28,27.5,25,21
10192014,2004.711497,31.689,64.167,29,27,27,29,28,11,11
10193001,2004.781025,31.611,64.156,33,33,33,46,45,43,41
10193002,2004.781707,31.665,64.172,45.5,43,49,45.5,43,43,29
10193003,2004.782321,31.664,64.217,29,29,29,43.5,43,43,41
10193006,2004.784932,31.67,64.176,49,45,45,46.5,45,45,45
10193007,2004.786613,31.667,64.167,51,48.5,51,52,48.5,49,29
50034001,2004.816923,31.66791667,64.17021667,60,60,58.5,61.5,58.5,58,12
10194001,2004.863111,31.59383333,64.16538333,65,487,65,66,65,65,11
10194002,2004.863259,31.66825,64.16773333,68,49,49,68,57,59,11
10194003,2004.864674,31.68696667,64.17185,67,66.5,67,67,66.5,27,13
10194004,2004.864978,31.67176667,64.17378333,65,65,65,66.5,65.5,65,25
10194005,2004.86539,31.68908333,64.15895,73,67,75,72,67,51,27
10194007,2004.866688,31.6678,64.16601667,69,67.5,69,69,67.5,65,13
10194008,2004.86741,31.6679,64.17246667,69,57.5,57.5,65.5,57.5,55,11
10195001,2004.934728,31.61535,64.16616667,22,60,22,47.5,60,22,22
10195002,2004.935388,31.67038333,64.16508333,40,45,38,58.5,45,40,38
10195003,2004.936081,31.677,64.15893333,50,31,31,60,31,50,18
10195004,2004.93647,31.68713333,64.13761667,11,28.5,11,54,28.5,11,11
10195005,2004.937041,31.6913,64.1279,30,26,26,62.5,26,30,14
10195006,2004.937853,31.6672,64.15113333,75,59,59,60,59,43,43
10195007,2004.938502,31.66766667,64.16786667,81,66,66,66.5,66,63,63
10196002,2005.07184,31.65696667,64.16933333,159,159.5,159,159.5,159.5,159,159
10196003,2005.072841,31.6799,64.17596667,146,147,146,146,147,120,144
10196004,2005.073057,31.69308333,64.17735,145,146.5,145,145,146.5,143,145
10196005,2005.073373,31.71193333,64.1655,154,154,154,153,154,150,150
10196006,2005.074568,31.66373333,64.15915,149,150.5,149.5,149.5,150.5,141,141
10196007,2005.075133,31.66358333,64.16186667,150,150,150,151,151,150,14
10196008,2005.075571,31.69503333,64.18235,146,148,146,148,148,140,138
10196009,2005.075744,31.69908333,64.18663333,147,149,147,150,151,139,11
20196001,2005.103925,31.66758333,64.16515,101,160,133,168,160,79,11
20196002,2005.105411,31.67535,64.17085,130,158,128,159.5,158,106,128
20196003,2005.105708,31.6674,64.18551667,156,154,154,156,154,154,122
20196004,2005.105894,31.68913333,64.17748333,119,145,127,123,145,113,23
20196005,2005.106303,31.68758333,64.1729,144,135,135,156,135,64,36
20196006,2005.106655,31.68543333,64.17091667,167,155,155,167,155,97,79
10197002,2005.147841,31.666,64.16621667,180,181,178,180.5,181,44,34
10197003,2005.149319,31.66691667,64.16835,178,178,178,181,182,180,180
10197004,2005.149644,31.67421667,64.16538333,202,192,191,191,192,182,12
10197005,2005.150339,31.70371667,64.1632,11,172,11,189.5,172,11,11
20197001,2005.181073,31.66675,64.16646667,220,224,210,226.5,228,220,220
20197002,2005.182066,31.6635,64.17235,220,220,220,226,227.5,222,44
20197003,2005.182428,31.68156667,64.17748333,228,228,228,231,232,226,226
20197004,2005.182783,31.69433333,64.17818333,224,220,224,226.5,228.5,220,34
10198002,2005.216467,31.66806667,64.1662,12,52.5,12,167,52.5,12,12
10198003,2005.217742,31.67301667,64.19726667,221,197,197,208.5,197,51,37
10198004,2005.218113,31.69445,64.2025,165,163.5,163.5,199,163.5,165,11
10198005,2005.218472,31.71911667,64.1987,29,46,46,156,46,29,11
10198006,2005.218847,31.73106667,64.18386667,23,38,19,110,38,23,19
10198007,2005.219144,31.73091667,64.18401667,13,67,13,140.5,67,13,13
10198008,2005.219855,31.6688,64.16641667,146,152,147.5,147.5,155,96,96
10198009,2005.224642,31.69958333,64.16001667,12,155,12,167,155,12,12
20198001,2005.260198,31.66676667,64.1651,20,27,16,46.5,27,20,16
20198002,2005.261499,31.67866667,64.15665,72,81.5,72,81,81.5,72,34
20198003,2005.261768,31.6896,64.15468333,50,69.5,48,72,69.5,50,48
20198004,2005.26226,31.66798333,64.1074,12,75.5,12,78.5,75.5,12,12
10199001,2005.295949,31.5937,64.1585,29,30,29,31,30,27,25
10199002,2005.297112,31.66578333,64.16483333,26,28,26,29.5,28,26,26
10199003,2005.297367,31.66311667,64.12883333,32,30,30,35,34,34,32
10199004,2005.297793,31.63356667,64.08266667,31,27,27,28.5,27,11,11
10199007,2005.299918,31.67703333,64.17033333,82,48.5,46,57.5,48.5,28,26
10200002,2005.373116,31.6738,64.1664,40,16.5,16.5,18,16.5,12,12
10200003,2005.374068,31.67705,64.13008333,24,25.5,25.5,26,25.5,12,12
10200004,2005.374496,31.69566667,64.09395,40,18,18,29.5,18,12,12
10200006,2005.375732,31.66965,64.16641667,0,11,11,12.5,11,12,12
10200007,2005.37637,31.66543333,64.14463333,23,13.5,13.5,14.5,13.5,11,11
10200008,2005.376547,31.66795,64.16883333,32,18,18,19,18,12,12
10235010,2005.410327,31.69213333,64.14898333,37,15.5,15.5,18,15.5,11,11
10201002,2005.449131,31.66626667,64.1656,24,19.5,24,21.5,19.5,12,12
10201003,2005.450801,31.65765,64.11996667,24,18,18,20.5,18,12,12
10201004,2005.451229,31.634,64.09155,18.5,12.5,25,18.5,12.5,11,11
10201006,2005.452627,31.65443333,64.18475,11.5,10.5,10.5,11.5,10.5,12,12
10202001,2005.545341,31.58446667,64.16998333,12.5,10.5,12,12.5,10.5,12,12
10202002,2005.545908,31.6662,64.16881667,18,14.5,18,18,14.5,12,12
10202003,2005.546699,31.67283333,64.19785,14,12,12,14.5,13,12,12
10202004,2005.547241,31.6674,64.23508333,13.5,12,14,13.5,12,12,12
10202006,2005.548605,31.66365,64.16845,13,11,12,13,11,12,12
10202007,2005.548763,31.66811667,64.16533333,11.5,10.5,12,11.5,10.5,12,12
10202008,2005.549142,31.66615,64.16628333,11.5,10.5,12,11.5,10.5,12,12
10203001,2005.603063,31.58365,64.16743333,28,26,28,28,26,22,22
10203002,2005.604513,31.65126667,64.16873333,24,23.5,24,24,23.5,22,12
10203003,2005.605508,31.68103333,64.2175,23,16,25,23,16,13,11
10203004,2005.606627,31.6628,64.16741667,28.5,28,30,28.5,28,28,26
10203005,2005.607572,31.66885,64.17093333,15,12.5,12,15,12.5,12,12
10203007,2005.609806,31.66573333,64.16686667,22,20,20,22,21,12,12
10204001,2005.680044,31.59973333,64.15248333,21.5,14,11.5,21.5,11.5,12,12
10204002,2005.680645,31.66313333,64.1411,27,14,13,27,13,12,12
10204003,2005.680946,31.65941667,64.1475,22,14,14,18,14,14,12
10204004,2005.68149,31.65885,64.16648333,16.5,11,12,16.5,11,14,12
10204005,2005.682121,31.6633,64.15545,16.5,12,12,16.5,12,12,12
10205001,2005.775027,31.59781667,64.1526,44,18,18,44,18,16,14
10205002,2005.776041,31.66736667,64.17181667,47,19,18.5,47.5,18.5,47,11
10205003,2005.77683,31.68096667,64.16836667,46,26,46,46,26,26,12
10205004,2005.777315,31.69751667,64.17488333,44,14.5,14.5,44,14.5,12,12
10205005,2005.777959,31.69655,64.15878333,44.5,44,40.5,44.5,40.5,36,34
10205006,2005.778592,31.6701,64.16996667,40,39,42,41,39,40,18
10205007,2005.779387,31.66403333,64.16651667,29,29,29,40,36.5,25,17
10205008,2005.783486,31.69993333,64.15928333,42.5,27,44,42.5,27,30,12
10205009,2005.783893,31.61623333,64.16138333,46,18,18,46,18,12,12
50035001,2005.81839,31.66718333,64.16723333,52,51.5,52,52,51.5,52,50
10206001,2005.857588,31.66466667,64.16741667,58,57.5,58,58,57.5,34,30
10206002,2005.858059,31.65853333,64.16511667,47,483,47,47.5,47,49,35
10206003,2005.858809,31.66778333,64.1635,51,493,51,51.5,51,53,53
10206004,2005.859125,31.66948333,64.15931667,48,47,48,48,47,46,12
10206005,2005.859739,31.65161667,64.12993333,48,47,49,48,47,13,11
10206006,2005.860137,31.6586,64.1137,28,56.5,36,57,56.5,36,36
10206007,2005.897061,31.67101667,64.15838333,67,71,67,67.5,67,65,65
10206008,2005.898132,31.6715,64.15933333,72,72,71,72,71,72,20
10207001,2005.934441,31.5915,64.16233333,46,46,46,81,53,80,36
10207002,2005.934945,31.66233333,64.16433333,78,94,78,78.5,78,78,40
10207003,2005.937858,31.66416667,64.17033333,74,460,74,74.5,74,76,14
10207004,2005.938309,31.68133333,64.16466667,74,74,72,74,74,72,20
10207005,2005.94364,31.68951667,64.14768333,87,87,87,87,87,87,31
10207006,2005.944395,31.66345,64.16281667,88.5,58,58,88.5,58,81,11
10208002,2006.077393,31.65853333,64.16511667,150,153,150,155.5,153,150,12
10208003,2006.077721,31.66428333,64.16955,148,150,148,151.5,150,150,16
10208004,2006.078387,31.6383,64.1557,146,146.5,146,148.5,146.5,146,138
10208005,2006.078619,31.63353333,64.15396667,140,135.5,135.5,138.5,135.5,134,14
10208006,2006.078872,31.63333333,64.13333333,156,156,156,157.5,156,156,16
10208007,2006.078961,31.6571,64.15951667,139,141,139,142.5,141,139,137
10208008,2006.081583,31.6616,64.16753333,142,144,142,144.5,144,144,142
10208009,2006.082188,31.65845,64.17023333,153,152,152,154.5,152,151,11
10208010,2006.082835,31.66381667,64.16788333,127,127,127,129,127,109,107
10208011,2006.083324,31.66083333,64.16716667,150,150.5,150,152.5,150.5,148,148
10208012,2006.083615,31.6549,64.17795,148,149.5,148,152,149.5,146,146
20208002,2006.105068,31.66401667,64.1674,181,181.5,181,183,181.5,181,177
20208003,2006.105645,31.66851667,64.1341,167,173,169,174,173,173,171
20208004,2006.10585,31.66345,64.1594,180,180.5,180,182,180.5,182,176
20208005,2006.106269,31.6453,64.152,176,167.5,167.5,170,167.5,168,12
20208006,2006.106804,31.66401667,64.16548333,163,163.5,163,165.5,163.5,161,153
10209001,2006.13973,31.5861,64.1627,150,152.5,150,153,152.5,154,150
10209002,2006.141737,31.65991667,64.16028333,146,149,144,152,149,16,14
10209003,2006.14187,31.66598333,64.16958333,142,143,143,144.5,143,142,12
10209004,2006.142411,31.67088333,64.16101667,136,139.5,138,141,139.5,136,30
10209005,2006.14273,31.66843333,64.16176667,142,143,142,145.5,143,140,40
10209006,2006.143447,31.66461667,64.16448333,141,141,141,145,141,141,71
10209007,2006.144079,31.63756667,64.14343333,146,147.5,146,149.5,147.5,146,100
10209008,2006.144268,31.62256667,64.14131667,173,154.5,154.5,157,154.5,11,11
10209009,2006.144633,31.61406667,64.14991667,11,139,11,146.5,139,11,11
10209010,2006.145002,31.60731667,64.14043333,13,135.5,11,141.5,135.5,13,11
10209011,2006.145662,31.66726667,64.16333333,153,121.5,121.5,137,121.5,11,11
10209012,2006.145854,31.66763333,64.16685,162,137,137,154.5,137,14,12
10209013,2006.146083,31.67143333,64.16428333,152,152.5,150,155,152.5,150,24
10210001,2006.257599,31.65536667,64.15615,0,18,12,18.5,18,12,12
10210002,2006.258552,31.66895,64.16528333,14,17.5,16,18,17.5,16,16
10210003,2006.259079,31.69746667,64.1554,11,15.5,11,24,15.5,11,11
10210004,2006.259724,31.67588333,64.18236667,15,19,19,21.5,19,15,11
10210005,2006.26109,31.67295,64.16998333,22,24.5,24.5,27,24.5,20,18
10211001,2006.351372,31.6595,64.14333333,12,14,12,17,14,12,12
10211002,2006.35157,31.637,64.1175,41,24,24,26,24,19,17
10211003,2006.351866,31.66126667,64.16326667,12,14,12,15.5,14,12,12
10211004,2006.352559,31.6665,64.14483333,12,14.5,12,18.5,14.5,12,12
10211005,2006.353347,31.6713,64.16806667,9,10.5,9,11.5,10.5,11,11
10211007,2006.354678,31.66708333,64.16053333,17,14.5,14.5,19,14.5,11,11
10211008,2006.355021,31.67265,64.16608333,11,11,11,12.5,11,11,11
10211009,2006.355363,31.66836667,64.139,11,11,11,14.5,11,11,11
10211010,2006.35575,31.65706667,64.13526667,12,13,12,14.5,13,12,12
10212001,2006.48324,31.68693333,64.18121667,14,12.5,14,14,12.5,12,12
10212002,2006.483963,31.7175,64.22151667,13,12,14,13,12,12,12
10212003,2006.484378,31.73228333,64.21568333,16,14,16,16,14,12,12
10212009,2006.488584,31.66673333,64.16201667,17,16,18,17,16,14,12
10212010,2006.489313,31.6766,64.10421667,19,18,20,19,18,16,12
10212018,2006.491973,31.66881667,64.26111667,16,20,16,16.5,16,16,12
10213002,2006.543506,31.66893333,64.16833333,14.5,14,16,14.5,14,12,12
10213003,2006.544306,31.6696,64.16493333,17,15,14,17,14,11,11
10213004,2006.544764,31.66965,64.17098333,13.5,10.5,11,13.5,10.5,11,11
10213005,2006.546058,31.67421667,64.1769,16,14.5,18,16,14.5,14,14
10213006,2006.546804,31.65441667,64.17146667,20,18.5,22,20,18.5,12,12
10213007,2006.547264,31.65605,64.18175,21,31,21,21.5,21,21,19
10213008,2006.547667,31.64258333,64.18433333,19,17,19,19,17,17,13
10214002,2006.600158,31.66626667,64.16826667,15.5,11.5,12,15.5,11.5,12,12
10214003,2006.601033,31.66561667,64.15915,17,13,12,17,13,12,12
10214004,2006.601802,31.66535,64.16256667,13.5,11,11,13.5,11,11,11
