"Processed MLD data kindly provided to me by staff at BIOS: Dominic Smith, Rodney Johnson, Nicholas Bates.",,,,,,,,,,
,,,,,,,,,,
Cast ID,Decimal Year,Cast Latitude,Cast Longitude,MLD (T alg.),MLD (S alg),MLD (rho alg),MLD (T threshold),MLD (rho threshold),Column10,Column11
20292003,2013.311442,31.714015,64.16016833,50,51.5,50,54,51.5,24,24
20292004,2013.311876,31.69714333,64.14180167,42,44.5,40,47.5,44.5,42,12
20292005,2013.312331,31.71623167,64.12200667,41,38,38,46,38,41,11
10293001,2013.367135,31.66563333,64.17278333,48,42.5,42.5,48,42.5,40,16
10293002,2013.368491,31.675555,64.17269667,37,38,35,41,38,37,35
10293003,2013.369188,31.66483333,64.16648333,42,39.5,39.5,42,39.5,14,12
10293004,2013.370599,31.6683,64.16643333,39,39.5,39,41.5,39.5,37,11
10293005,2013.371581,31.64845,64.15773333,46,44.5,44.5,46,44.5,44,12
10293006,2013.372036,31.63211667,64.16023333,40,34,34,36,34,12,12
10293007,2013.372439,31.62973333,64.16946667,44,34,34,39,34,12,12
10293008,2013.3729,31.69155,64.15686667,46,28,28,43,28,12,12
10293010,2013.374127,31.66527667,64.157845,47,42,52,47,42,12,12
61225003,2013.405415,31.666055,64.165425,46,22,22,24,22,18,18
10294001,2013.454585,31.64238,64.16845833,16,14,21,16,14,11,11
10294002,2013.455546,31.668035,64.16921,15,13,13,14.5,13,11,11
10294004,2013.457601,31.67701167,64.13107333,14.5,13,12,14.5,13,12,12
10294006,2013.458721,31.66853,64.16495167,19,19,19,19.5,19,19,19
10294007,2013.458933,31.66196667,64.17638333,20.5,20,22,20.5,20,12,12
10294009,2013.460361,31.61852167,64.13045333,14.5,14,16,14.5,14,14,12
10295002,2013.507886,31.6656,64.16726667,13,27,13,13.5,13,13,13
10295003,2013.509831,31.72343333,64.12758333,14,14,12.5,14,12.5,12,12
10295004,2013.510337,31.66711667,64.16826667,13,11,11,13.5,13.5,13,13
10295005,2013.511313,31.64991667,64.18121667,17,17,15,17,15,11,11
10295006,2013.511712,31.63788333,64.19211667,17,17,15.5,17,15.5,11,11
10295007,2013.51234,31.63251667,64.20538333,14.5,13,13,14.5,13.5,11,11
10295008,2013.513706,31.66391667,64.16775,14.5,13,13,14.5,13.5,13,11
10295009,2013.514216,31.66685,64.16646667,13,12,12,13,12.5,12,12
10295011,2013.516221,31.66696667,64.16631667,14,12,14,14,14,12,12
10295012,2013.516925,31.67348333,64.23766667,16.5,12.5,17,16.5,12.5,11,11
10295013,2013.517842,31.67558333,64.15261667,13,13,13,13.5,13,11,11
10295014,2013.518847,31.64741667,64.16815,15,11.5,16,15,11.5,12,12
61229002,2013.564538,31.66268333,64.16623333,11.5,10,10,11.5,10.5,12,12
10296001,2013.583813,31.66078333,64.17571667,13.5,12.5,14,13.5,12.5,12,12
10296002,2013.584836,31.66516667,64.16673333,13.5,11,13,13.5,11,13,13
10296004,2013.587047,31.665,64.16978333,16.5,13,17,16.5,13,15,11
10296005,2013.587804,31.64690833,64.192965,14,12,12,14,12.5,14,12
10296006,2013.587936,31.64251333,64.20264667,12,9,9,12,10,11,11
10296007,2013.588531,31.61668333,64.22635,16.5,16,11,16.5,11,12,12
10297001,2013.711402,31.66802,64.16552333,26,14,14,21.5,14,12,12
10297003,2013.711906,31.66749333,64.16083333,10.5,10,10,10.5,10,11,11
10297005,2013.714041,31.68429167,64.19497333,23.5,19,19,23.5,21,23,19
10297006,2013.714507,31.69292833,64.20099667,28,21,20.5,28,20.5,11,11
10297007,2013.715017,31.69485833,64.21990833,27,21,15.5,27,15.5,15,13
10297011,2013.71692,31.66801,64.16714167,22.5,13,13,22.5,13.5,11,11
10297012,2013.717869,31.66603,64.16713667,26,23,23,26,24.5,23,11
61233003,2013.734635,31.66655,64.16465,12,9,9,12,10,11,11
50048004,2013.746682,31.66838333,64.16138333,26,24,26,26.5,24,26,14
50048017,2013.781033,31.6659,64.16971667,40.5,39,18,40.5,18,15,11
10298001,2013.797024,31.66688333,64.16828333,21,11.5,11.5,21,11.5,11,11
10298004,2013.799245,31.66821667,64.16803333,50,49,29.5,50,29.5,11,11
10298005,2013.800765,31.66495,64.16761667,48,18.5,18.5,48,18.5,17,15
10298006,2013.801712,31.64615,64.21291667,35,24.5,49,35,24.5,13,13
10298009,2013.804136,31.66661667,64.16648333,47,22,22,45,22,19,17
10298010,2013.804452,31.66535,64.16595,45.5,43,23,45.5,23,13,11
10298012,2013.805554,31.6669,64.16605,41.5,12,12,41.5,12,12,12
61237003,2013.828328,31.66691333,64.16773833,43,41,41,44.5,42,45,11
10299001,2013.870782,31.68161667,64.17271667,66,66,63.5,66,63.5,64,14
10299002,2013.870925,31.66335,64.17185,61,61,59,61,59,45,11
10299003,2013.872097,31.66675167,64.16820833,60,60,60,62,60.5,60,12
10299004,2013.872685,31.67104167,64.18525167,62,62,61,62,61,62,14
10299005,2013.873063,31.65751667,64.2018,59,487,59,59.5,59,59,35
10299006,2013.873954,31.64311667,64.24913333,60,60,60,60,60,62,26
10299007,2013.87524,31.666245,64.16646167,67,67,65.5,67,65.5,65,13
10299008,2013.875497,31.66551667,64.16845,61,61,61,61.5,61,63,11
10299009,2013.876807,31.66628333,64.16806667,63,63,63,63,63,63,59
61240002,2013.90175,31.66841667,64.16713333,66,66,53.5,66,53.5,46,24
10300001,2013.937631,31.67198333,64.20391667,85,85,85,85,85,85,35
10300002,2013.939058,31.67171333,64.15872,82.5,82,75.5,82.5,75.5,12,12
10300003,2013.940592,31.66974333,64.163255,83,429,83,83,83,83,11
10300004,2013.941562,31.68903333,64.15755,79,451,79,79.5,79,79,13
10300005,2013.942083,31.71707,64.15565667,80.5,79,79,80.5,79.5,81,23
10300006,2013.942599,31.74367833,64.149105,84,84,84,84,84,82,78
10300010,2013.944747,31.71639,64.23290667,86,86,86,86,86,86,18
10300011,2013.944985,31.66853833,64.14922,12,12.5,12,14.5,12.5,12,12
10300014,2013.948219,31.66510667,64.16406333,11,15,11,18,15,11,11
10301001,2014.173672,31.66325,64.16808333,52,126.5,50,169,126.5,52,50
10301002,2014.176513,31.66253333,64.17591667,22,137.5,22,164.5,137.5,22,22
10301003,2014.177458,31.62838333,64.23295,21,35,13,153,35,21,13
10301006,2014.180055,31.66488333,64.15,11,101,11,135.5,101,11,11
10302001,2014.27503,31.66426667,64.16841667,46,44,46,47,46.5,42,20
10302003,2014.276014,31.66412333,64.16747167,19,38,11,45,38,19,11
10302004,2014.276724,31.66964833,64.16480167,43,46.5,43,47.5,46.5,45,11
10302005,2014.277409,31.66761667,64.17051667,43,47.5,43,50.5,47.5,43,43
10302006,2014.277601,31.66323333,64.16501833,62,61.5,61.5,63,61.5,58,12
10302007,2014.278493,31.65296333,64.200475,11,60.5,11,63,60.5,11,11
10302008,2014.278948,31.65975667,64.21968,12,61.5,12,64.5,61.5,12,12
10302009,2014.279448,31.65528333,64.23665,24,56,22,57,56,24,22
10302010,2014.280605,31.66813333,64.23935167,18,18,22,22,23,14,12
10302011,2014.280826,31.66681667,64.16441667,43,44.5,43,44,44.5,43,15
10302017,2014.283758,31.61435,64.22833333,45,54,45,53.5,54,45,45
10302018,2014.284203,31.67074333,64.16637,29,31,29,33.5,33,31,11
10303001,2014.323333,31.67225167,64.177275,55,77,47,80,77,55,47
10303003,2014.325283,31.66515,64.16745833,73,80.5,80.5,80.5,80.5,73,41
10303004,2014.326735,31.66617833,64.166675,81,87,87,88,87,71,15
10303005,2014.327549,31.62639833,64.179495,76,82,76,83.5,82,76,76
10303008,2014.330466,31.66873667,64.16816333,90,89.5,89.5,90,89.5,86,12
91410010,2014.433642,31.626035,64.17583667,11,10.5,11,11,10.5,11,11
91410011,2014.4343,31.65827333,64.16706667,10,10,10,11.5,11.5,12,12
10304001,2014.44368,31.65926667,64.14851667,9,9,9,9.5,9,11,11
10304004,2014.445927,31.66496667,64.16383333,11,10.5,10.5,11,10.5,12,12
10304006,2014.4473,31.66295,64.16658333,32,13.5,13.5,19,13.5,12,12
10304008,2014.448299,31.63175,64.11933333,39,12.5,12.5,15,12.5,11,11
10304009,2014.448748,31.60733333,64.1092,0,10,10,10.5,10,11,11
10304013,2014.450708,31.66616667,64.16588333,11,10,10,11,10,11,11
10304016,2014.452068,31.6687,64.16395,11.5,10.5,10.5,11.5,10.5,12,12
61247003,2014.479661,31.66846667,64.16778333,12,11.5,12,12,11.5,12,12
10305001,2014.520342,31.6519,64.16766667,11,9.5,11,11,9.5,11,11
10305004,2014.522508,31.663,64.16466667,10,9.5,9.5,10,9.5,11,11
10305006,2014.523995,31.66646667,64.16301667,10,9.5,11,10,9.5,11,11
10305009,2014.525051,31.65716667,64.2145,20,11.5,11.5,12,11.5,12,12
10305010,2014.525527,31.63253333,64.23496667,12.5,10.5,11,12.5,10.5,11,11
10305014,2014.527498,31.66766667,64.17316667,16,10.5,10.5,11.5,10.5,12,12
10305017,2014.528841,31.66525,64.16571667,9,9,9,11,10,11,11
61249005,2014.572966,31.666,64.15983333,18.5,17.5,18,18.5,17.5,18,16
10306001,2014.632789,31.66555,64.16633333,17,13,13,17,13,13,13
10306002,2014.634085,31.668305,64.18205,29.5,19,19,29.5,19.5,19,19
10306004,2014.637926,31.66926667,64.16593333,18.5,15,11,18.5,15,11,11
10306006,2014.639161,31.66706667,64.16891667,23.5,19.5,25,23.5,19.5,19,17
10306007,2014.640154,31.66201667,64.16408333,26.5,24,26,26.5,24,12,12
10306008,2014.640873,31.679,64.09581667,21.5,17,23,21.5,17,11,11
61251003,2014.671944,31.6708,64.16611167,35,10,10,12,10,11,11
10307001,2014.698889,31.67013333,64.17268333,26.5,25,14.5,26.5,14.5,11,11
10307002,2014.699547,31.6656,64.16428333,31.5,30,33,31.5,30,27,17
10307003,2014.699928,31.66105,64.1669,30.5,29,33,30.5,29,27,17
10307004,2014.700643,31.67198333,64.17075,24,22,25,24,22,15,15
10307006,2014.702057,31.66702,64.16515,27,27,25.5,27,25.5,25,15
10307007,2014.702471,31.67196667,64.17725,29,29,28.5,29,28.5,27,11
